Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Dense Mese Coil
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Analysis Chamber Wall
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Analysis Chamber Window
appliedenergistics2:facade:0, Cable Facade - Radiation Absorber
appliedenergistics2:facade:0, Cable Facade - Radiation Absorber (LEGACY)
appliedenergistics2:facade:0, Cable Facade - Enhanced Radiation Absorber (LEGACY)
appliedenergistics2:facade:0, Cable Facade - Advanced Radiation Absorber (LEGACY)
appliedenergistics2:facade:0, Cable Facade - Elite Radiation Absorber (LEGACY)
appliedenergistics2:facade:0, Cable Facade - Taint
appliedenergistics2:facade:0, Cable Facade - Cloud Residue
appliedenergistics2:facade:0, Cable Facade - Sulfurous Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Scrap Metal
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Pink Log
appliedenergistics2:facade:0, Cable Facade - Pink Wood Planks
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Packed Paper
appliedenergistics2:facade:0, Cable Facade - Packed Paper
appliedenergistics2:facade:0, Cable Facade - Packed Paper
appliedenergistics2:facade:0, Cable Facade - Packed Paper
appliedenergistics2:facade:0, Cable Facade - Redstone Lantern
appliedenergistics2:facade:0, Cable Facade - Polished White Sandstone
appliedenergistics2:facade:0, Cable Facade - White Sandstone Bricks
appliedenergistics2:facade:0, Cable Facade - Red Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Leaves
appliedenergistics2:facade:0, Cable Facade - Winter Leaves
appliedenergistics2:facade:0, Cable Facade - Withered Leaves
appliedenergistics2:facade:0, Cable Facade - Block Purifier
appliedenergistics2:facade:0, Cable Facade - Winter Core
appliedenergistics2:facade:0, Cable Facade - Nether Core
appliedenergistics2:facade:0, Cable Facade - Agricultural Specimen
appliedenergistics2:facade:0, Cable Facade - Cellular Specimen
appliedenergistics2:facade:0, Cable Facade - Infected Specimen
appliedenergistics2:facade:0, Cable Facade - World Purification Core
appliedenergistics2:facade:0, Cable Facade - Crops Box
appliedenergistics2:facade:0, Cable Facade - SCP-914 Clockworks Part
appliedenergistics2:facade:0, Cable Facade - SCP-914 Chamber Part
appliedenergistics2:facade:0, Cable Facade - Copper Tube
appliedenergistics2:facade:0, Cable Facade - SCP-009 (Red Ice)
appliedenergistics2:facade:0, Cable Facade - SCP-143 Leaves (The Bladewood Grove)
appliedenergistics2:facade:0, Cable Facade - SCP-143 Log (The Bladewood Grove)
appliedenergistics2:facade:0, Cable Facade - SCP-409 (Contagious Crystal)
appliedenergistics2:facade:0, Cable Facade - SCP-087 Stair Platform (The Stairwell)
appliedenergistics2:facade:0, Cable Facade - SCP-087 Wall (The Stairwell)
appliedenergistics2:facade:0, Cable Facade - SCP-087-1 Spawner
appliedenergistics2:facade:0, Cable Facade - Ceiling
appliedenergistics2:facade:0, Cable Facade - Ceiling Grate
appliedenergistics2:facade:0, Cable Facade - Ceiling Tile
appliedenergistics2:facade:0, Cable Facade - Containment Floor
appliedenergistics2:facade:0, Cable Facade - Floor A
appliedenergistics2:facade:0, Cable Facade - Floor B
appliedenergistics2:facade:0, Cable Facade - Plaster Wall
appliedenergistics2:facade:0, Cable Facade - Foundation Vent
appliedenergistics2:facade:0, Cable Facade - Wall A
appliedenergistics2:facade:0, Cable Facade - Wall B
appliedenergistics2:facade:0, Cable Facade - Wall C
appliedenergistics2:facade:0, Cable Facade - Wall D
appliedenergistics2:facade:0, Cable Facade - Wall E
appliedenergistics2:facade:0, Cable Facade - Wall F
appliedenergistics2:facade:0, Cable Facade - Wall G
appliedenergistics2:facade:0, Cable Facade - White Wall
appliedenergistics2:facade:0, Cable Facade - Reinforced Wall A
appliedenergistics2:facade:0, Cable Facade - Reinforced Wall B
appliedenergistics2:facade:0, Cable Facade - Reinforced Wall C
appliedenergistics2:facade:0, Cable Facade - Steel
appliedenergistics2:facade:0, Cable Facade - SCP-1162 (A Hole in the Wall)
appliedenergistics2:facade:0, Cable Facade - Exterior Bottom
appliedenergistics2:facade:0, Cable Facade - Exterior Middle
appliedenergistics2:facade:0, Cable Facade - Exterior Top
appliedenergistics2:facade:0, Cable Facade - Medical Bottom
appliedenergistics2:facade:0, Cable Facade - Medical Middle
appliedenergistics2:facade:0, Cable Facade - Office Bottom
appliedenergistics2:facade:0, Cable Facade - Office Top
appliedenergistics2:facade:0, Cable Facade - Pipe Wall
appliedenergistics2:facade:0, Cable Facade - Old White Wall
appliedenergistics2:facade:0, Cable Facade - Reinforced Iron
appliedenergistics2:facade:0, Cable Facade - Sublevel Wall A
appliedenergistics2:facade:0, Cable Facade - Sublevel Wall B
appliedenergistics2:facade:0, Cable Facade - Sublevel Wall C
appliedenergistics2:facade:0, Cable Facade - Reinforced Sublevel Wall A
appliedenergistics2:facade:0, Cable Facade - Reinforced Sublevel Wall B
appliedenergistics2:facade:0, Cable Facade - Reinforced Sublevel Wall C
appliedenergistics2:facade:0, Cable Facade - Pocket Dimension Block
appliedenergistics2:facade:0, Cable Facade - Pocket Dimension Corridor A
appliedenergistics2:facade:0, Cable Facade - Pocket Dimension Corridor B
appliedenergistics2:facade:0, Cable Facade - Pocket Dimension Corridor C
appliedenergistics2:facade:0, Cable Facade - Pocket Dimension Corridor Floor
appliedenergistics2:facade:0, Cable Facade - Pocket Dimension Floor
appliedenergistics2:facade:0, Cable Facade - Bag Wall
appliedenergistics2:facade:0, Cable Facade - Eye Block
appliedenergistics2:facade:0, Cable Facade - Cogs (914)
appliedenergistics2:facade:0, Cable Facade - Metal (914)
appliedenergistics2:facade:0, Cable Facade - Vanqar Tree Leaves (860)
appliedenergistics2:facade:0, Cable Facade - Vanqar Tree Log (860)
appliedenergistics2:facade:0, Cable Facade - Path (860)
appliedenergistics2:facade:0, Cable Facade - Dirt (860)
appliedenergistics2:facade:0, Cable Facade - Telekill Ore
appliedenergistics2:facade:0, Cable Facade - Gel Block
appliedenergistics2:facade:0, Cable Facade - SCP-002 Metal (The "Living" Room)
appliedenergistics2:facade:0, Cable Facade - Ventilation
appliedenergistics2:facade:0, Cable Facade - Grate
appliedenergistics2:facade:0, Cable Facade - Heat Resistant Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Telekill
appliedenergistics2:facade:0, Cable Facade - SCP-143 Planks (The Bladewood Grove)
appliedenergistics2:facade:0, Cable Facade - SCP-124 (Fertile Soil)
appliedenergistics2:facade:0, Cable Facade - Cooler
appliedenergistics2:facade:0, Cable Facade - SCP-553 Nest (Crystalline Butterflies)
appliedenergistics2:facade:0, Cable Facade - White Pipe
appliedenergistics2:facade:0, Cable Facade - Orange Pipe
appliedenergistics2:facade:0, Cable Facade - Magenta Pipe
appliedenergistics2:facade:0, Cable Facade - Light Blue Pipe
appliedenergistics2:facade:0, Cable Facade - Yellow Pipe
appliedenergistics2:facade:0, Cable Facade - Lime Pipe
appliedenergistics2:facade:0, Cable Facade - Pink Pipe
appliedenergistics2:facade:0, Cable Facade - Gray Pipe
appliedenergistics2:facade:0, Cable Facade - Silver Pipe
appliedenergistics2:facade:0, Cable Facade - Cyan Pipe
appliedenergistics2:facade:0, Cable Facade - Purple Pipe
appliedenergistics2:facade:0, Cable Facade - Blue Pipe
appliedenergistics2:facade:0, Cable Facade - Brown Pipe
appliedenergistics2:facade:0, Cable Facade - Green Pipe
appliedenergistics2:facade:0, Cable Facade - Red Pipe
appliedenergistics2:facade:0, Cable Facade - Black Pipe
appliedenergistics2:facade:0, Cable Facade - Magnetized Block
appliedenergistics2:facade:0, Cable Facade - Corroded Metal
appliedenergistics2:facade:0, Cable Facade - Swamp Grass
appliedenergistics2:facade:0, Cable Facade - Electric Wool
appliedenergistics2:facade:0, Cable Facade - SCP-015 Connector (Pipe Nightmare)
appliedenergistics2:facade:0, Cable Facade - Armory Top A
appliedenergistics2:facade:0, Cable Facade - Armory Bottom A
appliedenergistics2:facade:0, Cable Facade - Armory Top B
appliedenergistics2:facade:0, Cable Facade - Armory Bottom B
appliedenergistics2:facade:0, Cable Facade - Laboratory Top A
appliedenergistics2:facade:0, Cable Facade - Laboratory Bottom A
appliedenergistics2:facade:0, Cable Facade - Laboratory Top B
appliedenergistics2:facade:0, Cable Facade - Laboratory Bottom B
appliedenergistics2:facade:0, Cable Facade - Metal Panel A
appliedenergistics2:facade:0, Cable Facade - Metal Panel B
appliedenergistics2:facade:0, Cable Facade - Metal Panel C
appliedenergistics2:facade:0, Cable Facade - Metal Sublevel
appliedenergistics2:facade:0, Cable Facade - Green Panel A
appliedenergistics2:facade:0, Cable Facade - Green Panel B
appliedenergistics2:facade:0, Cable Facade - Green Panel C
appliedenergistics2:facade:0, Cable Facade - Green Panel D
appliedenergistics2:facade:0, Cable Facade - Metal Floor A
appliedenergistics2:facade:0, Cable Facade - Metal Floor B
appliedenergistics2:facade:0, Cable Facade - Metal Wall A
appliedenergistics2:facade:0, Cable Facade - Metal Wall B
appliedenergistics2:facade:0, Cable Facade - Steel Floor
appliedenergistics2:facade:0, Cable Facade - Reinforced Granite
appliedenergistics2:facade:0, Cable Facade - Reinforced Quartz
appliedenergistics2:facade:0, Cable Facade - the butt ghost!! (789-J)
appliedenergistics2:facade:0, Cable Facade - Stendhal's Nightmare (1074)
appliedenergistics2:facade:0, Cable Facade - I am a Toaster (426)
appliedenergistics2:facade:0, Cable Facade - SCP-1762-1
appliedenergistics2:facade:0, Cable Facade - Old AI (079)
appliedenergistics2:facade:0, Cable Facade - item.robotbeepbooprefuse.name
appliedenergistics2:facade:0, Cable Facade - TV
appliedenergistics2:facade:0, Cable Facade - item.bobble.tv.name
appliedenergistics2:facade:0, Cable Facade - SCP-076-1 A
appliedenergistics2:facade:0, Cable Facade - SCP-076-1 B
appliedenergistics2:facade:0, Cable Facade - 2009Grass
appliedenergistics2:facade:0, Cable Facade - 2009Grass
appliedenergistics2:facade:0, Cable Facade - 2009Grass
appliedenergistics2:facade:0, Cable Facade - Atrocity Skull (1123)
appliedenergistics2:facade:0, Cable Facade - A Gift from Dad (348)
appliedenergistics2:facade:0, Cable Facade - Telescope
appliedenergistics2:facade:0, Cable Facade - Radio
appliedenergistics2:facade:0, Cable Facade - Block of Beryllium Bronze
appliedenergistics2:facade:0, Cable Facade - Hollowed Hivecoral
appliedenergistics2:facade:0, Cable Facade - Infested Coral
appliedenergistics2:facade:0, Cable Facade - Stone Puzzle Cube (345)
appliedenergistics2:facade:0, Cable Facade - Bacon Cheeseburger that Demands Justification (3808)
appliedenergistics2:facade:0, Cable Facade - ???
appliedenergistics2:facade:0, Cable Facade - ???
appliedenergistics2:facade:0, Cable Facade - Jade Ore
appliedenergistics2:facade:0, Cable Facade - SCP-447
appliedenergistics2:facade:0, Cable Facade - SCP-1689
appliedenergistics2:facade:0, Cable Facade - Block Of Potatoes
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Topaz Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Topaz Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Jasper)
appliedenergistics2:facade:0, Cable Facade - Amber Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Tanzanite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tanzanite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Malachite Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Malachite Ore (Limestone)
